VENDOR_CODE,DELIVERY_PERIOD,DP_TYPE,ACT_ISS_DT,ITEM,ORDER_QTY,UOM,UNIT_PRICE
T040,12,Weeks,21-05-04,ITEM4,284,NOS,225
T040A,3,Months,26-05-04,ITEM4,9,NOS,240
A225,6,Weeks,25-06-04,ITEM4,28,NOS,260
N003,3,Months,23-07-04,ITEM4,552,NOS,176
T040,9,Weeks,11-08-04,ITEM4,49,NOS,297
T040,14,Weeks,26-08-04,ITEM4,83,NOS,220
~5121,4,Months,01-09-04,ITEM4,540,NOS,2.7
T040,2,Months,02-09-04,ITEM4,10,NOS,225
N003,9,Weeks,15-09-04,ITEM4,215,NOS,180
~5121,6,Weeks,30-09-04,ITEM4,41,NOS,3.9
~5121,6,Weeks,30-09-04,ITEM4,191,NOS,3.9
T040,1,Weeks,01-10-04,ITEM4,64,NOS,250
P686,4,Weeks,06-10-04,ITEM4,121,NOS,3.6
~5121,4,Months,15-10-04,ITEM4,438,NOS,2.7
N003,3,Months,07-12-04,ITEM4,240,NOS,230
N003,3,Months,07-12-04,ITEM4,235,NOS,220
T040,12,Weeks,19-01-05,ITEM4,11,NOS,240
T040A,3,Months,28-01-05,ITEM4,149,NOS,222
T040,8,Weeks,31-01-05,ITEM4,12,NOS,235
T040,8,Weeks,19-02-05,ITEM4,25,NOS,235
M057,14,Weeks,24-02-05,ITEM4,70,NOS,271.7
T040,2,Months,09-03-05,ITEM4,89,NOS,224
T040,9,Weeks,11-03-05,ITEM4,161,NOS,218
T040,6,Weeks,22-03-05,ITEM4,23,NOS,350
T040,6,Weeks,22-03-05,ITEM4,15,NOS,350
T019,4,Months,15-04-05,ITEM4,0,NOS,400
T040,10,Weeks,19-04-05,ITEM4,100,NOS,350
T040,1,Months,10-05-05,ITEM4,14,NOS,350
T040,4,Months,06-06-05,ITEM4,1204,NOS,280
T040,4,Weeks,14-07-05,ITEM4,24,NOS,325
T040,1,Months,26-07-05,ITEM4,53,NOS,218
M057,4,Weeks,29-08-05,ITEM4,21,NOS,300
T040,9,Weeks,31-08-05,ITEM4,111,NOS,310
T040,3,Months,05-09-05,ITEM4,1850,NOS,300
T040,3,Weeks,06-10-05,ITEM4,298,NOS,350
S420,2,Months,09-11-05,ITEM4,67,NOS,264.6
E009,5,Months,15-12-05,ITEM4,1240,NOS,350
T019,4,Weeks,30-12-05,ITEM4,17,NOS,368
T040,3,Months,17-02-06,ITEM4,833,NOS,300
E009,5,Months,27-02-06,ITEM4,372,NOS,350
M057,4,Months,27-03-06,ITEM4,372,NOS,276.32
M057,2,Weeks,28-04-06,ITEM4,20,NOS,316
M057,4,Months,03-05-06,ITEM4,80,NOS,314
T040,3,Months,30-05-06,ITEM4,71,NOS,325
E009,5,Months,17-07-06,ITEM4,89,NOS,350
P686,14,Weeks,25-08-06,ITEM4,213,NOS,2.92
T040,12,Weeks,31-08-06,ITEM4,632,NOS,289
T040,6,Months,28-09-06,ITEM4,3130,NOS,216
E188,5,Months,13-11-06,ITEM4,806,NOS,230
S265,3,Months,08-05-07,ITEM4,29,NOS,265
T040,4,Months,31-05-07,ITEM4,45,NOS,243
T040,16,Weeks,19-06-07,ITEM4,112,NOS,275
T040,6,Months,27-06-07,ITEM4,424,NOS,250
T040,4,Months,18-08-07,ITEM4,167,NOS,250
E188,12,Weeks,07-09-07,ITEM4,323,NOS,265
E188,3,Months,08-09-07,ITEM4,168,NOS,265
M057,4,Months,24-09-07,ITEM4,10,NOS,314
T040,6,Months,27-10-07,ITEM4,148,NOS,250
T040,3,Months,10-01-08,ITEM4,671,NOS,230
T040,3,Months,11-01-08,ITEM4,61,NOS,268
P686,3,Months,29-02-08,ITEM4,175,NOS,4.09
M057,2,Months,15-03-08,ITEM4,10,NOS,301
S046,5,Months,11-04-08,ITEM4,960,NOS,212
M057,5,Months,11-04-08,ITEM4,253,NOS,273
T040,6,Weeks,07-06-08,ITEM4,67,NOS,360
T040,3,Months,19-06-08,ITEM4,390,NOS,333
S046,3,Months,19-06-08,ITEM4,293,NOS,266
T040,6,Months,24-06-08,ITEM4,3132,NOS,259.695
P275,4,Months,02-07-08,ITEM4,82,NOS,254
M057,1,Months,18-07-08,ITEM4,110,NOS,361
T040,3,Months,31-07-08,ITEM4,954,NOS,330
I594,3,Months,19-08-08,ITEM4,175,NOS,6
A225,4,Months,13-09-08,ITEM4,53,NOS,390
T040,4,Months,17-09-08,ITEM4,869,NOS,342
A225,12,Weeks,03-10-08,ITEM4,8,NOS,360
T019,4,Months,22-10-08,ITEM4,484,NOS,300
T040,3,Months,31-10-08,ITEM4,38,NOS,375
E188,5,Months,15-11-08,ITEM4,167,NOS,312
P686,2,Months,20-11-08,ITEM4,78,NOS,6.57
E188,4,Weeks,05-12-08,ITEM4,72,NOS,320
T040,3,Months,05-01-09,ITEM4,226,NOS,300
G125,3,Months,20-01-09,ITEM4,64,NOS,365
T040,8,Weeks,03-02-09,ITEM4,11,NOS,350
G125,8,Weeks,10-02-09,ITEM4,12,NOS,335
T040,8,Months,14-02-09,ITEM4,1200,NOS,252
M057,4,Weeks,18-02-09,ITEM4,50,NOS,301
I594,3,Months,27-02-09,ITEM4,597,NOS,5.17
E188,5,Months,02-03-09,ITEM4,167,NOS,312
T040,47,Months,05-03-09,ITEM4,100,NOS,300
S046,6,Months,13-03-09,ITEM4,73,NOS,271
G125,3,Months,01-04-09,ITEM4,101,NOS,265
T040,3,Months,06-04-09,ITEM4,370,NOS,261
S046,4,Months,07-04-09,ITEM4,1004,NOS,229
T040,5,Months,08-05-09,ITEM4,290,NOS,252
S046,3,Weeks,19-05-09,ITEM4,74,NOS,226
S046,3,Months,22-05-09,ITEM4,512,NOS,221
S046,4,Months,04-06-09,ITEM4,15,NOS,230
A225,2,Weeks,24-06-09,ITEM4,3,NOS,371
I594,2,Months,06-07-09,ITEM4,919,NOS,3
D111,3,Months,10-07-09,ITEM4,40,NOS,229
T019,6,Weeks,23-07-09,ITEM4,57,NOS,300
S046,12,Weeks,04-08-09,ITEM4,3468,NOS,198.37
T040,4,Months,07-08-09,ITEM4,773,NOS,243
D111,107,Days,12-08-09,ITEM4,81,NOS,229
T040,3,Weeks,21-08-09,ITEM4,105,NOS,300
T040,5,Months,24-08-09,ITEM4,81,NOS,252
T040,3,Months,31-08-09,ITEM4,16,NOS,270
D111,10,Weeks,19-09-09,ITEM4,40,NOS,208
M057,2,Months,19-09-09,ITEM4,478,NOS,271
S265,3,Months,30-09-09,ITEM4,8,NOS,220
T040,4,Months,22-10-09,ITEM4,70,NOS,250
D111,2,Months,23-10-09,ITEM4,62,NOS,208
T040,2,Weeks,30-10-09,ITEM4,17,NOS,270
D111,4,Months,09-11-09,ITEM4,71,NOS,197
T040,3,Months,27-11-09,ITEM4,2266,NOS,205
M057,1,Weeks,30-11-09,ITEM4,10,NOS,271
T040,5,Weeks,18-12-09,ITEM4,25,NOS,225
T040,1,Months,18-12-09,ITEM4,102,NOS,225
S046,5,Months,19-12-09,ITEM4,1014,NOS,200
S265,7,Days,20-01-10,ITEM4,30,NOS,260
T040,2,Weeks,23-01-10,ITEM4,48,NOS,250
M057,3,Months,27-01-10,ITEM4,100,NOS,171
D111,4,Months,28-01-10,ITEM4,111,NOS,204
T040,4,Weeks,12-03-10,ITEM4,78,NOS,210
T040,3,Months,19-03-10,ITEM4,666,NOS,190
T040,4,Months,26-03-10,ITEM4,45,NOS,250
S265,15,Weeks,26-03-10,ITEM4,124,NOS,215
D111,4,Months,29-03-10,ITEM4,104,NOS,204
D111,4,Months,29-03-10,ITEM4,71,NOS,197
T040,5,Weeks,05-04-10,ITEM4,273,NOS,205
T040,2,Months,18-05-10,ITEM4,449,NOS,225
T040,2,Months,21-05-10,ITEM4,29,NOS,210
P686,8,Weeks,14-06-10,ITEM4,363,NOS,4.2
S265,5,Months,02-07-10,ITEM4,272,NOS,198
T040,3,Months,14-07-10,ITEM4,63,NOS,225
P686,8,Weeks,14-07-10,ITEM4,100,NOS,4.2
T040,3,Months,27-07-10,ITEM4,121,NOS,215
T040,2,Months,02-08-10,ITEM4,24,NOS,215
M057,1,Weeks,03-08-10,ITEM4,0,NOS,271
T040,4,Months,06-08-10,ITEM4,12,NOS,220
S265,5,Months,10-08-10,ITEM4,3830,NOS,185
T040,5,Weeks,02-09-10,ITEM4,422,NOS,225
S265,12,Weeks,01-10-10,ITEM4,13,NOS,240
T040,3,Months,13-10-10,ITEM4,48,NOS,240
T226,10,Weeks,22-11-10,ITEM4,9,NOS,250
T040,6,Months,11-02-11,ITEM4,145,NOS,230
H644,5,Months,18-02-11,ITEM4,203,NOS,4
S046,4,Months,07-04-11,ITEM4,100,NOS,220
T040,5,Months,03-05-11,ITEM4,183,NOS,235
T221,0,Months,17-05-11,ITEM4,0,NOS,261
T040,5,Months,01-06-11,ITEM4,677,NOS,230
T040,5,Months,14-06-11,ITEM4,65,NOS,235
M057,1,Weeks,18-06-11,ITEM4,8,NOS,340.93
M057,10,Days,04-07-11,ITEM4,11,NOS,331
M057,2,Weeks,08-07-11,ITEM4,40,NOS,340.93
T226,20,Days,12-07-11,ITEM4,38,NOS,1350
T226,10,Days,15-07-11,ITEM4,103,NOS,440
M057,4,Weeks,26-07-11,ITEM4,14,NOS,331
H644,3,Months,03-08-11,ITEM4,55,NOS,5.01
T040,6,Months,08-08-11,ITEM4,83,NOS,260
S265,4,Months,23-09-11,ITEM4,4,NOS,280
D111,3,Months,26-09-11,ITEM4,1627,NOS,218
T040,4,Months,21-10-11,ITEM4,21,NOS,245
T040,4,Months,25-10-11,ITEM4,197,NOS,220
T040,14,Weeks,04-11-11,ITEM4,625,NOS,215
D111,4,Months,17-11-11,ITEM4,700,NOS,229
T040,5,Months,23-11-11,ITEM4,88,NOS,235
D111,12,Weeks,10-01-12,ITEM4,8,NOS,312
T221,4,Months,25-01-12,ITEM4,638,NOS,235
G125,5,Weeks,25-01-12,ITEM4,1,NOS,775
T221,2,Months,06-02-12,ITEM4,31,NOS,263
T221,3,Months,27-02-12,ITEM4,65,NOS,239
I594,12,Weeks,21-03-12,ITEM4,12,NOS,3.8
T221,2,Months,21-03-12,ITEM4,64,NOS,311
T221,16,Weeks,30-03-12,ITEM4,51,NOS,260
T040,5,Months,03-04-12,ITEM4,1033,NOS,237
T221,0,Months,18-04-12,ITEM4,0,NOS,240
T040,3,Months,02-05-12,ITEM4,116,NOS,240
T226,5,Months,16-05-12,ITEM4,1012,NOS,300
D111,12,Weeks,03-07-12,ITEM4,251,NOS,291
T040,3,Months,13-07-12,ITEM4,165,NOS,238
P315,3,Weeks,13-08-12,ITEM4,20,NOS,336
S265,2,Months,07-09-12,ITEM4,13,NOS,265
T040,5,Months,07-09-12,ITEM4,238,NOS,237
S265,2,Months,11-10-12,ITEM4,13,NOS,265
T040,3,Months,18-10-12,ITEM4,156,NOS,241
S265,14,Weeks,29-10-12,ITEM4,110,NOS,240
T040,10,Weeks,31-10-12,ITEM4,75,NOS,245
T221,2,Months,12-11-12,ITEM4,37,NOS,305
S265,4,Months,24-11-12,ITEM4,2606,NOS,220
T221,10,Weeks,16-01-13,ITEM4,35,NOS,243
T040,3,Months,08-02-13,ITEM4,156,NOS,241
T226,10,Weeks,13-02-13,ITEM4,174,NOS,250
T040,6,Months,26-02-13,ITEM4,421,NOS,225
T040,3,Months,05-03-13,ITEM4,23,NOS,255
T040,10,Weeks,12-04-13,ITEM4,185,NOS,238
T019,15,Days,18-04-13,ITEM4,30,NOS,435.821
M057,6,Weeks,18-04-13,ITEM4,54,NOS,364
T040,3,Months,19-06-13,ITEM4,144,NOS,255
T040,10,Weeks,21-06-13,ITEM4,67,NOS,242
S265,6,Weeks,27-08-13,ITEM4,54,NOS,225
D111,4,Months,04-09-13,ITEM4,1339,NOS,193
T221,12,Weeks,04-09-13,ITEM4,167,NOS,268
M057,3,Weeks,10-09-13,ITEM4,18,NOS,364
S265,8,Weeks,20-09-13,ITEM4,62,NOS,245
T040,10,Weeks,26-09-13,ITEM4,182,NOS,255
T221,15,Days,16-10-13,ITEM4,86,NOS,297
S265,8,Weeks,14-11-13,ITEM4,117,NOS,280
E188,4,Weeks,14-11-13,ITEM4,29,NOS,285.08
E188,3,Weeks,29-11-13,ITEM4,54,NOS,363
S265,10,Weeks,29-11-13,ITEM4,86,NOS,255
T040,3,Months,01-01-14,ITEM4,21,NOS,255
E188,4,Months,03-01-14,ITEM4,918,NOS,250
T040,4,Months,22-01-14,ITEM4,59,NOS,240
P315,2,Months,07-05-14,ITEM4,538,NOS,242
P315,3,Months,26-05-14,ITEM4,1850,NOS,250
C209,2,Months,23-06-14,ITEM4,551,NOS,320
E188,3,Months,27-06-14,ITEM4,450,NOS,284
Y634,1,Months,19-08-14,ITEM4,177,NOS,5.04
E188,5,Months,21-08-14,ITEM4,110,NOS,314
S102,2,Weeks,18-09-14,ITEM4,40,NOS,495
D111,3,Months,17-10-14,ITEM4,1550,NOS,260
C209,4,Months,07-11-14,ITEM4,258,NOS,340
M057,4,Weeks,05-12-14,ITEM4,20,NOS,364
P315,3,Months,03-01-15,ITEM4,827,NOS,250
C209,4,Months,06-02-15,ITEM4,227,NOS,340
S102,6,Months,11-02-15,ITEM4,30,NOS,319.02
P315,3,Months,12-03-15,ITEM4,341,NOS,250
D111,5,Months,08-04-15,ITEM4,180,NOS,266
